鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
文山區,房地(土地+建物),臺北市文山區景後街１８８號十三樓,4.68,商,,,1100417,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141021,53.62,1,1,1,有,有,12580000,234614,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLSJMHLGFAA67DA,31.75,0.0,3.54,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號九樓之１,16.12,住,,,1100430,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,102.72999999999999,1,1,1,有,有,26830000,300970,塔式車位,20.23,2000000,預售屋、或土地及建物分件登記案件；,RPPOMLLKLHLGFCA27DA,50.11,0.0,4.33,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號五樓,15.59,住,,,1100414,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,100.05,2,1,2,有,有,24200000,278126,塔式車位,20.23,2000000,預售屋、或土地及建物分件登記案件；,RPSNMLRJMHLGFCA08DA,49.15,0.0,3.53,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號六樓,15.59,住,,,1100418,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,100.05,2,1,1,有,有,25180000,290403,塔式車位,20.23,2000000,預售屋、或土地及建物分件登記案件；,RPUNMLRJMHLGFCA28DA,49.15,0.0,3.53,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號七樓,15.59,住,,,1100426,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,100.0,1,1,1,有,有,25880000,299361,塔式車位,20.23,2000000,預售屋、或土地及建物分件登記案件；,RPWNMLRJMHLGFCA48DA,49.11,0.0,3.53,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路２０４巷１８號九樓,15.65,都市：其他:第三種住宅區。,,,1100409,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141222,100.31,2,1,1,有,有,26220000,302448,塔式車位,20.23,2000000,1.本預售屋於112年8月24日簽訂轉讓契約，金額2660萬。2.本預售屋於113年9月24日辦理配偶贈與轉讓。預售屋、或土地及建物分件登記案件；,RPOOMLRJMHLGFCA77DA,49.31,0.0,3.53,有,
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段６４巷１６號二樓,11.49,住,,,1100307,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,105.77000000000001,2,1,1,有,有,34880000,365054,坡道平面,19.81,3500000,預售屋、或土地及建物分件登記案件；,RPUNMLTJMHLGFBA38DA,47.5,3.04,4.49,有,
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段６４巷１６號十樓之５,10.3,住,,,1100329,土地1建物1車位1,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,96.56,1,2,1,有,有,32400000,387742,坡道平面,21.51,3300000,預售屋、或土地及建物分件登記案件；,RPVNMLTJMHLGFBA48DA,42.74,2.5,2.81,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９１號十六樓,9.66,商,,,1100303,土地2建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,136.66,2,2,1,有,有,31600000,293825,坡道平面,36.26,2100000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPRPMLQLLHLGFCA18DA,61.76,0.0,4.58,有,
中山區,房地(土地+建物)+車位,臺北市中山區林森北路９５號十七樓,11.8,商,,,1100313,土地2建物1車位1,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1141208,158.86,3,2,2,有,有,37150000,282626,坡道平面,36.26,2500000,本案建物係信託財產，受託人：僑馥建築經理股公司；委託人：璞永建設股公司、璞慶建設股公司。預售屋、或土地及建物分件登記案件；,RPRQMLQLLHLGFCA28DA,76.45,0.0,4.57,有,
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段６４巷１６號二十樓之１,16.34,住,,,1100319,土地1建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,152.17000000000002,4,2,2,有,有,55800000,396449,坡道平面,21.51,4000000,預售屋、或土地及建物分件登記案件；,RPOPMLOKMHLGFBA57DA,70.84,7.9,4.89,有,
中正區,房地(土地+建物),臺北市中正區忠孝東路二段６４巷１６號三樓之１,11.99,住,,,1091218,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,110.38,3,2,2,有,有,37930000,343631,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRNMLTJMHLGFBA08DA,59.37,7.02,4.24,有,
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段６４巷１６號五樓之１,14.14,住,,,1091213,土地1建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140911,131.89,3,2,2,有,有,42750000,355137,坡道平面,21.51,3550000,買受人名義變更。114年12月23日簽立買受人名義變更協議書，買賣金額不變。預售屋、或土地及建物分件登記案件；,RPTNMLTJMHLGFBA28DA,59.4,7.02,4.24,有,
